,political_review,date
2420,Egypt government denies resorting to research papers for higher education students,2021-01-12
2421,President Sisi probes national project to upgrade Egyptian villages,2021-01-12
2422,"Cairo court acquits popular TikTok influencers Haneen Hossam, Mawada Eladhm",2021-01-12
2423,Egypt’s coronavirus infection daily rates dropped by 21% so far in January,2021-01-12
2424,MPs take constitutional oath in opening procedural session of new House of Representatives,2021-01-12
2425,Egypt condemns Israeli plan to build new settlements in occupied West Bank,2021-01-12
2426,Egypt lifts three-and-half-year airspace ban on Qatar Tuesday,2021-01-12
2427,In Photos: Egypt's Armed Forces continues sterlising crowded areas in Downtown Cairo,2021-01-12
2428,Egypt's new House of Representatives to hold opening procedural session Tuesday,2021-01-12
2429,"Egypt reports 961 new coronavirus cases, 52 deaths on Monday",2021-01-12
2430,"Settling Palestinian issue would change region for the better, Sisi tells Munich quartet group",2021-01-11
2431,Egypt to receive doses of AstraZeneca vaccine within two to three weeks: Health minister,2021-01-11
2432,Other countries have no right to interfere in Egypt's internal affairs: FM Shoukry,2021-01-11
2433,"Quartet committee on Palestine calls for reviving peace process, two-state solution ",2021-01-11
2434,Egypt hit by flood of fake news in 2020 owing to coronavirus: Cabinet report,2021-01-11
2435,Egypt's navy forces receive first-Egyptian manufactured Gowind-class design frigate,2021-01-11
2436,German FM arrives at Cairo Airport for quartet meeting on Middle East peace process,2021-01-11
2437,"Egypt reports 993 new coronavirus cases, 55 deaths on Sunday",2021-01-11
2438,Egypt's foreign minister discusses latest developments of Palestinian cause with Jordanian counterpart,2021-01-10
2439,"Egypt's Sisi reviews fresh system of construction rules, requirements",2021-01-10
2440,GERD negotiations reach a dead-end,2021-01-10
2441,Cabinet reshuffle expected after first session of newly-elected parliament: MP Mostafa Bakry,2021-01-10
2442,Egypt's top prosecutor to appeal acquittal of three men in stripping elderly Christian woman,2021-01-10
2443,Cairo to host quartet meeting on Monday to revive Israeli-Palestinian peace process,2021-01-10
2444,Over EGP 6 mn fines issued to facemask violators in Egypt in one week,2021-01-10
2445,"Egypt's health minister’s secretary dies of coronavirus, raises toll among medical staff to 290",2021-01-10
2446,Egypt expresses condolences to Indonesia over deadly crashed jet,2021-01-10
2447,"Egypt detects 989 new coronavirus cases, 57 fatalities on Saturday",2021-01-10
2448,"GERD negotiations to resume Sunday, Khartoum calls for AU to play ‘more effective role’",2021-01-09
2449,Sisi directs to make use of satellite Tiba-1 in communications sector,2021-01-09
2450,Egypt's premier orders doubling oxygen production to meet hospitals' needs amid pandemic ,2021-01-09
2451,"Three more Egyptian doctors succumb to coronavirus on Saturday, total reaches 289",2021-01-09
2452,Egypt among states with highest reported COVID-19 deaths in Eastern Mediterranean: WHO,2021-01-09
2453,Egypt's newly-elected MPs to take constitutional oath over two stages,2021-01-09
2454,Egypt's PM inspects housing project for slums residents worth EGP 1.7 bln,2021-01-09
2455,Dense mist expected to continue across northern Egypt this week: EMA,2021-01-09
2456,Egypt repatriates 2 citizens kidnapped by pirates off Nigerian coast,2021-01-09
2457,"Egypt detects 1,001 new coronavirus cases, 56 fatalities on Friday",2021-01-09
2458,In Photos: Egypt's Sisi inspects Mostaqbal Misr mega agricultural project in Dabaa,2021-01-08
2459,Egypt's Sisi asks new House of Representatives to convene 1st legislative session Tuesday,2021-01-08
2460,In Photos: Egypt's Armed Forces sterilises crowded areas in Downtown Cairo amid 2nd wave of pandemic,2021-01-08
2461,In Photos: Egypt receives new batch of railway carriages from Russia under mega deal,2021-01-08
2462,"Egypt reports 1,219 new coronavirus cases, 54 deaths on Thursday ",2021-01-08
2463,Egypt's Sisi discusses bilateral relations with Cypriot counterpart ,2021-01-07
2464,Sudan has 'grave concern' from the second filling of Ethiopia's GERD: Irrigation minister,2021-01-07
2465,"Carrefour Egypt expresses 'regret' over overcrowding in Alexandria branch, introduces anti-virus measures",2021-01-07
2466,"Egypt's interior ministry reports 79,217 violations since enforcing newly-issued face mask fines on Sunday",2021-01-07
2467,Egypt repatriates bodies of 3 pilgrims killed in road crash in Saudi Arabia ,2021-01-07
2468,Egypt's daily coronavirus cases continue to decrease for third day in a row,2021-01-07
2469,Egypt's Pope Tawadros II urges strict adherence to preventive measures against pandemic during quiet Christmas mass,2021-01-07
2470,"President Sisi congratulates Pope Tawadros II, all Egyptians on occasion of Coptic Christmas",2021-01-06
2471,Egypt’s prosecution releases 2 involved in Fairmont rape case pending investigation,2021-01-06
2472,Nigerian Boko Haram bloodiest terrorist group in Africa during December: Al-Azhar Observatory,2021-01-06
2473,"Egypt, Israel FMs coordinate for quartet meeting to revive Israeli-Palestinian peace process",2021-01-06
2474,"Egypt’s Sisi discusses regional, int'l developments with General Intelligence Service chief ",2021-01-06
2475,Qatar’s finance minister attends opening ceremony of luxury hotel in Cairo,2021-01-06
2476,"Egypt's Sisi receives Ghana's envoy in Cairo, discusses bilateral cooperation",2021-01-06
2477,Egypt struggles with oxygen tank shortage amid second wave of COVID-19,2021-01-06
2478,Egypt follows up on death of Egyptian citizens in road accident in Saudi Arabia ,2021-01-06
2479,"Egypt reports 1,119 new coronavirus cases, 55 deaths on Tuesday ",2021-01-06
2480,Egypt attending GCC summit sends important message: UAE foreign affairs minister,2021-01-05
2481,Egypt's Sisi discusses developments in GERD talks with US treasury secretary ,2021-01-05
2482,Egypt signs al-Ula agreement for Arab reconciliation with Qatar at GCC summit,2021-01-05
2483,"Egypt to convert 150,000 old vehicles to natural gas, scrap 250,000 rickety cars in 3 years",2021-01-05
2484,Children's attendance in Egypt's nurseries to be limited at half capacity: Social solidarity ministry,2021-01-05
2485,Egyptian health ministry allocates 34 centres for coronavirus vaccination nationwide,2021-01-05
2486,Egypt's health ministry to monitor non-hospitalised coronavirus patients at home starting Wednesday,2021-01-05
2487,Egypt's foreign minister heads to Saudi Arabia to attend 41st GCC summit,2021-01-05
2488,"Thursday, 7 January paid holiday in Egypt on Coptic Orthodox Christmas",2021-01-05
2489,"Egypt reports 1,277 new coronavirus cases, 58 fatalities on Monday",2021-01-05
2490,"Head of Egypt’s General Intelligence Service discusses cooperation, regional developments with Sudanese officials",2021-01-04
2491,"Egypt giving 'special attention' to vehicle conversion initiative, says Sisi ",2021-01-04
2492,First meeting in renewed GERD talks cancelled over Sudan’s absence ,2021-01-04
2493,Coronavirus deaths among Egyptian doctors rise to 274 after 3 died: Medical Syndicate,2021-01-04
2494,Egypt’s foreign ministry follows up on probe into teacher's murder in Riyadh,2021-01-04
2495,Egypt condemns terrorist attack that killed 11 miners in Pakistan,2021-01-04
2496,Egypt’s Sisi to inaugurate 1st expo for vehicles’ natural gas conversion Monday,2021-01-04
2497,"Egypt reports 1,309 new coronavirus cases, 64 deaths on Sunday",2021-01-04
2498,Egypt’s health ministry denies lack of oxygen behind death of 6 coronavirus patients ,2021-01-03
2499,Egypt calls for GERD agreement before 2nd phase of reservoir filling,2021-01-03
2500,Egypt’s Sisi orders developing quarry system nationwide,2021-01-03
2501,Egypt's coronavirus deaths represent 3.3% of total mortality rate: Health minister,2021-01-03
2502,What we know so far about the coronavirus situation in Egypt,2021-01-03
2503,"Egypt confirms participation in GERD talks with Ethiopia, Sudan on Sunday",2021-01-03
2504,Egypt approves emergency use of Chinese Sinopharm vaccine; vaccination to begin in January,2021-01-03
2505,"Egypt surpasses 140,000 coronavirus infections, 1,407 new cases recorded on Saturday",2021-01-03
2506,GERD talks to resume on Sunday after one-month halt,2021-01-02
2507,"Egypt's Sisi congratulates Sudanese people, government on Independence Day",2021-01-02
2508,Sisi directs 'Long Live Egypt' Fund to support provision of coronavirus vaccine to high-priority categories,2021-01-02
2509,"Egypt's Sisi stresses constants of Egyptian policy to achieve cooperation, support Arab solidarity as strategic approach",2021-01-02
2510,Egypt's Coptic Orthodox Church bans visits to cemeteries this Christmas to stem spread of coronavirus infections,2021-01-02
2511,Body of Egyptian teacher killed in Saudi Arabia to return home on Sunday,2021-01-02
2512,Egypt’s Sisi receives message from Kuwaiti emir highlighting strong bilateral relations: KUNA,2021-01-02
2513,Egypt to enforce face mask fines starting Sunday,2021-01-02
2514,Egypt’s former top diplomat Amr Moussa tests positive for coronavirus,2021-01-02
2515," Egypt reports 1,409 new coronavirus cases, 56 deaths on Friday",2021-01-02
2516,"In Photos: Egypt's Sisi inspects Middle Ring road, other projects Friday",2021-01-01
2517,"Defying coronavirus measures, hundreds gather to celebrate New Year in Alexandria",2021-01-01
2518,Tunisia detains 2 Egyptian fishing boats for illegal fishing in territorial waters: Statement,2021-01-01
2519,"Egypt reports 1,418 new coronavirus cases, 55 deaths on Thursday ",2021-01-01
2520,Egypt receives first Italian FREMM Bergamini frigate ,2020-12-31
2521,Egypt's Sisi congratulates Algerian counterpart on his recovery from coronavirus in phone call,2020-12-31
2522,Egypt stresses importance of 'sincere intentions' for reconciliation with Qatar,2020-12-31
2523,Egypt lambasts Ethiopia's statements on its internal affairs as 'flagrant transgression',2020-12-31
2524,"Egypt cancels in-class education, postpones first-term exams amid coronavirus concerns ",2020-12-31
2525,Egypt extends deadline for reconciliation over building violations until end-March,2020-12-31
2526,82% of Egyptians praise government response to coronavirus crisis: Baseera poll,2020-12-31
2527,Egypt to see seasonably cold weather on New Year's Eve,2020-12-31
2528,Egypt's foreign ministry summons Ethiopia's chargé d'affaires,2020-12-31
2529,Egypt records highest daily rise of coronavirus cases in five months,2020-12-31
2530,New strain of coronavirus has not been reported in Egypt: WHO,2020-12-30
2531,Egypt condemns targeting Yemen's Aden airport,2020-12-30
2532,Egypt temporarily closes Giulio Regeni's murder case,2020-12-30
2533,Egypt's Sisi gives directive to develop water plants nationwide,2020-12-30
2534,Cairo court sentences two men to death for killing Maadi woman,2020-12-30
2535,"Egyptian delegation's visit to Tripoli overdue, yet important: GNA FM",2020-12-30
2536,Egypt's daily coronavirus cases stay above 1000 for sixth day ,2020-12-30
2537,Seven men referred to trial for sexually assaulting woman in Egypt's Daqahliya,2020-12-29
2538,"Egypt's Sisi follows up on SCZone developments, discusses new SMEs law with finance minister",2020-12-29
2539,Nour Mosque in Cairo closes after violating coronavirus precautions,2020-12-29
2540,"Egypt legalises 62 unlicensed churches; total reaches 1,800 churches since 2017",2020-12-29
2541,African Union calls for meeting on GERD on Sunday: Ethiopia,2020-12-29
2542,"'Second wave of coronavirus in Egypt expected to peak by late January,' expert says",2020-12-29
2543,Egyptian leftist MPs to form opposition bloc in new parliament,2020-12-29
2544,Egypt military court sentences 168 to life over terrorism charges,2020-12-29
2545,"Egyptian, Japanese FMs discuss way to boost investment and economic cooperation",2020-12-29
2546,Egypt set for a foggy start of 2021: Meteorological authority,2020-12-29
2547,Emigration minister follows up on investigation into murder of Egyptian teacher in Riyadh,2020-12-29
2548,Five killed in car crash in Egypt's Beheira,2020-12-29
2549,"Egypt reports 1,359 new coronavirus cases, 61 deaths on Monday",2020-12-29
2550,"Egypt adopts new regulations for city planning, construction ",2020-12-28
2551,"Egypt to approve Chinese coronavirus vaccine within hours, says health minister",2020-12-28
2552,Egypt's Sisi follows up on progress at Dabaa nuclear plant ,2020-12-28
2553,Al-Ahram Institution inaugurates biggest microfilm library in Egypt ,2020-12-28
2554,In Photos: Egypt’s Armed forces Chief of Staff inspects combat training camp in North Sinai,2020-12-28
2555,EgyptAir resumes flights to Oman and from Saudi Arabia,2020-12-28
